id,label,Var3
7025,alpha,alpha
2980,alpha,alpha
3444,alpha,alpha
2807,alpha,alpha
2940,alpha,alpha
8526,alpha,alpha
4764,beta,alpha
4068,alpha,alpha
2860,alpha,alpha
4388,alpha,alpha
5313,alpha,alpha
138,alpha,alpha
6083,alpha,alpha
5999,alpha,alpha
5238,alpha,alpha
3859,alpha,alpha
4029,alpha,alpha
7049,alpha,alpha
4048,alpha,alpha
3729,alpha,alpha
1439,alpha,alpha
4341,alpha,alpha
2850,alpha,alpha
6743,alpha,alpha
6775,alpha,alpha
6655,alpha,alpha
7302,alpha,alpha
2515,alpha,alpha
2517,macrophage,alpha
1478,alpha,alpha
2051,alpha,alpha
3354,alpha,alpha
7930,ductal,alpha
1883,alpha,alpha
3057,alpha,alpha
3614,alpha,alpha
4468,alpha,alpha
7031,alpha,alpha
4434,alpha,alpha
4342,alpha,alpha
5080,alpha,alpha
6165,alpha,alpha
3557,alpha,alpha
3038,alpha,alpha
4458,alpha,alpha
5161,alpha,alpha
4154,alpha,alpha
6191,alpha,alpha
7469,alpha,alpha
4246,alpha,alpha
7714,alpha,alpha
3355,alpha,alpha
4278,alpha,alpha
5258,alpha,alpha
4216,alpha,alpha
3981,endothelial,alpha
1621,gamma,alpha
4387,alpha,alpha
2815,alpha,alpha
2988,alpha,alpha
2845,alpha,alpha
8497,alpha,alpha
7132,alpha,alpha
3077,alpha,alpha
5393,alpha,alpha
3037,alpha,alpha
3572,alpha,alpha
3073,alpha,alpha
6298,alpha,alpha
6307,alpha,alpha
4292,alpha,alpha
6216,alpha,alpha
4383,alpha,alpha
4535,alpha,alpha
6276,alpha,alpha
3041,alpha,alpha
2707,alpha,alpha
2918,alpha,alpha
2474,alpha,alpha
2957,alpha,alpha
5395,alpha,alpha
2891,alpha,alpha
2929,alpha,alpha
2932,alpha,alpha
2896,alpha,alpha
6023,alpha,alpha
4234,alpha,alpha
7123,alpha,alpha
7043,alpha,alpha
1627,alpha,alpha
6979,alpha,alpha
5357,alpha,alpha
5095,alpha,alpha
8482,alpha,alpha
4396,alpha,alpha
7019,alpha,alpha
6144,alpha,alpha
4312,alpha,alpha
7264,alpha,alpha
7257,alpha,alpha
7249,alpha,alpha
4500,alpha,alpha
3033,alpha,alpha
414,alpha,alpha
6929,alpha,alpha
6270,alpha,alpha
6906,alpha,alpha
1083,alpha,alpha
4405,alpha,alpha
2952,alpha,alpha
5265,alpha,alpha
4407,alpha,alpha
4731,alpha,alpha
4200,alpha,alpha
1470,alpha,alpha
1527,alpha,alpha
1578,alpha,alpha
5895,alpha,alpha
1784,alpha,alpha
334,alpha,alpha
991,alpha,alpha
3993,alpha,alpha
4908,alpha,alpha
4851,ductal,alpha
3904,alpha,alpha
4377,alpha,alpha
5187,alpha,alpha
3964,alpha,alpha
4277,alpha,alpha
6234,alpha,alpha
4543,alpha,alpha
7179,alpha,alpha
7246,alpha,alpha
7237,alpha,alpha
2456,alpha,alpha
7198,alpha,alpha
7103,alpha,alpha
6254,alpha,alpha
7847,alpha,alpha
8454,alpha,alpha
5299,alpha,alpha
954,alpha,alpha
4327,alpha,alpha
6112,alpha,alpha
1540,alpha,alpha
6734,alpha,alpha
1633,alpha,alpha
401,alpha,alpha
7785,alpha,alpha
4432,acinar,alpha
6076,alpha,alpha
435,alpha,alpha
5193,alpha,alpha
5280,alpha,alpha
7105,alpha,alpha
4148,alpha,alpha
5351,alpha,alpha
6033,alpha,alpha
4182,alpha,alpha
6189,alpha,alpha
2994,alpha,alpha
3031,alpha,alpha
5347,alpha,alpha
4071,alpha,alpha
6297,alpha,alpha
6867,alpha,alpha
4028,alpha,alpha
4126,alpha,alpha
248,alpha,alpha
5094,alpha,alpha
5316,alpha,alpha
6768,alpha,alpha
7033,alpha,alpha
2352,alpha,alpha
4398,alpha,alpha
7054,alpha,alpha
2311,alpha,alpha
6940,alpha,alpha
6604,quiescent_stellate,alpha
5946,alpha,alpha
5941,alpha,alpha
6988,alpha,alpha
5045,alpha,alpha
5241,alpha,alpha
5214,alpha,alpha
4242,alpha,alpha
5076,alpha,alpha
4355,alpha,alpha
6099,alpha,alpha
5203,alpha,alpha
5240,alpha,alpha
3035,alpha,alpha
5398,alpha,alpha
4446,alpha,alpha
7004,alpha,alpha
4349,alpha,alpha
5079,alpha,alpha
7116,alpha,alpha
5158,alpha,alpha
6803,alpha,alpha
6193,alpha,alpha
6194,alpha,alpha
5360,alpha,alpha
4423,alpha,alpha
6247,alpha,alpha
7172,alpha,alpha
6972,alpha,alpha
5162,alpha,alpha
2001,alpha,alpha
6153,alpha,alpha
4951,alpha,alpha
4474,alpha,alpha
5343,alpha,alpha
4111,alpha,alpha
4302,alpha,alpha
6196,alpha,alpha
5149,alpha,alpha
326,alpha,alpha
3030,alpha,alpha
2869,alpha,alpha
958,alpha,alpha
4229,alpha,alpha
4049,alpha,alpha
6163,alpha,alpha
5041,alpha,alpha
4306,alpha,alpha
6109,alpha,alpha
5108,alpha,alpha
8426,alpha,alpha
6969,alpha,alpha
4487,alpha,alpha
7188,alpha,alpha
6995,alpha,alpha
6183,alpha,alpha
6260,alpha,alpha
8562,alpha,alpha
7170,alpha,alpha
4799,ductal,alpha
6706,ductal,alpha
6806,alpha,alpha
4031,alpha,alpha
6888,quiescent_stellate,alpha
4437,alpha,alpha
257,alpha,alpha
818,alpha,alpha
4770,alpha,alpha
102,alpha,alpha
1589,alpha,alpha
4988,alpha,alpha
8111,alpha,alpha
6946,alpha,alpha
2863,alpha,alpha
3044,alpha,alpha
1191,alpha,alpha
1874,alpha,alpha
4459,endothelial,alpha
7117,alpha,alpha
4390,alpha,alpha
7173,alpha,alpha
6912,alpha,alpha
3011,alpha,alpha
6092,alpha,alpha
8396,alpha,alpha
6230,alpha,alpha
3008,alpha,alpha
7078,alpha,alpha
6259,alpha,alpha
4051,alpha,alpha
6063,alpha,alpha
5971,alpha,alpha
5116,quiescent_stellate,alpha
5150,alpha,alpha
6805,alpha,alpha
6762,alpha,alpha
5548,alpha,alpha
5009,alpha,alpha
6052,alpha,alpha
6020,alpha,alpha
4923,alpha,alpha
3915,alpha,alpha
2990,alpha,alpha
2753,alpha,alpha
3025,alpha,alpha
8395,alpha,alpha
3848,alpha,alpha
5650,alpha,alpha
3800,alpha,alpha
5558,alpha,alpha
3742,alpha,alpha
4859,alpha,alpha
2069,alpha,alpha
2635,alpha,alpha
2813,alpha,alpha
6765,alpha,alpha
2103,alpha,alpha
8445,alpha,alpha
2128,alpha,alpha
5907,alpha,alpha
2747,alpha,alpha
2704,alpha,alpha
5093,alpha,alpha
5186,alpha,alpha
7075,alpha,alpha
4348,alpha,alpha
4872,alpha,alpha
2686,alpha,alpha
6119,alpha,alpha
8237,alpha,alpha
3231,alpha,alpha
2787,alpha,alpha
2690,alpha,alpha
5290,alpha,alpha
4039,alpha,alpha
1442,alpha,alpha
4077,alpha,alpha
6647,alpha,alpha
7143,alpha,alpha
4167,alpha,alpha
4012,alpha,alpha
5859,alpha,alpha
5091,alpha,alpha
6870,alpha,alpha
6739,alpha,alpha
6957,alpha,alpha
4054,alpha,alpha
7707,alpha,alpha
3567,alpha,alpha
2364,alpha,alpha
6015,alpha,alpha
5342,alpha,alpha
4340,alpha,alpha
3014,alpha,alpha
8520,alpha,alpha
1715,alpha,alpha
208,alpha,alpha
280,alpha,alpha
3886,ductal,alpha
5939,alpha,alpha
135,alpha,alpha
205,alpha,alpha
6137,alpha,alpha
7420,alpha,alpha
6963,alpha,alpha
4281,alpha,alpha
6862,alpha,alpha
4024,alpha,alpha
5724,alpha,alpha
6146,alpha,alpha
4317,alpha,alpha
5933,alpha,alpha
3998,alpha,alpha
2575,alpha,alpha
1445,alpha,alpha
3818,activated_stellate,alpha
6792,alpha,alpha
4691,alpha,alpha
5137,alpha,alpha
6851,alpha,alpha
4122,alpha,alpha
3224,alpha,alpha
5720,alpha,alpha
4115,alpha,alpha
5220,alpha,alpha
2805,alpha,alpha
2705,alpha,alpha
6175,alpha,alpha
5146,alpha,alpha
6096,alpha,alpha
8366,alpha,alpha
6148,alpha,alpha
70,alpha,alpha
6821,alpha,alpha
366,alpha,alpha
4283,alpha,alpha
5915,alpha,alpha
4293,alpha,alpha
4151,alpha,alpha
5281,alpha,alpha
6057,alpha,alpha
6951,alpha,alpha
4251,alpha,alpha
7044,alpha,alpha
5306,alpha,alpha
406,alpha,alpha
4520,alpha,alpha
2644,alpha,alpha
2675,alpha,alpha
8272,alpha,alpha
2901,alpha,alpha
2612,alpha,alpha
5183,alpha,alpha
2900,alpha,alpha
3476,alpha,alpha
3181,alpha,alpha
8516,alpha,alpha
6042,alpha,alpha
8313,alpha,alpha
2919,alpha,alpha
2752,alpha,alpha
2913,alpha,alpha
6745,alpha,alpha
4250,alpha,alpha
5330,alpha,alpha
2401,alpha,alpha
5297,alpha,alpha
6959,alpha,alpha
4247,alpha,alpha
4362,alpha,alpha
6764,alpha,alpha
6954,alpha,alpha
5213,alpha,alpha
6945,alpha,alpha
4406,alpha,alpha
7071,alpha,alpha
4179,alpha,alpha
5277,alpha,alpha
4290,alpha,alpha
2798,alpha,alpha
5123,alpha,alpha
5805,alpha,alpha
6620,alpha,alpha
4854,alpha,alpha
5994,alpha,alpha
6140,alpha,alpha
5758,alpha,alpha
2903,alpha,alpha
4138,alpha,alpha
4147,alpha,alpha
2648,alpha,alpha
4139,alpha,alpha
5199,alpha,alpha
4105,alpha,alpha
4047,alpha,alpha
5713,alpha,alpha
6031,alpha,alpha
1464,alpha,alpha
909,alpha,alpha
830,alpha,alpha
6936,alpha,alpha
862,alpha,alpha
5136,alpha,alpha
5072,alpha,alpha
5113,alpha,alpha
5110,alpha,alpha
7035,alpha,alpha
5992,alpha,alpha
3581,alpha,alpha
2365,alpha,alpha
8256,alpha,alpha
2822,alpha,alpha
3351,alpha,alpha
3588,alpha,alpha
2440,alpha,alpha
5264,alpha,alpha
6994,alpha,alpha
3312,alpha,alpha
5943,alpha,alpha
6056,alpha,alpha
2320,alpha,alpha
8106,alpha,alpha
7682,alpha,alpha
4852,activated_stellate,alpha
6756,alpha,alpha
6820,alpha,alpha
3480,alpha,alpha
4335,alpha,alpha
2268,alpha,alpha
5345,alpha,alpha
2967,alpha,alpha
2426,alpha,alpha
7006,alpha,alpha
5294,alpha,alpha
8414,alpha,alpha
2942,alpha,alpha
7017,alpha,alpha
6777,alpha,alpha
6783,alpha,alpha
327,alpha,alpha
3001,alpha,alpha
8350,alpha,alpha
348,alpha,alpha
132,alpha,alpha
1407,alpha,alpha
2616,macrophage,alpha
6606,ductal,alpha
5145,alpha,alpha
6846,alpha,alpha
2630,alpha,alpha
799,alpha,alpha
1932,alpha,alpha
1857,alpha,alpha
5925,alpha,alpha
7081,alpha,alpha
1111,alpha,alpha
385,alpha,alpha
6281,alpha,alpha
5189,alpha,alpha
2740,alpha,alpha
458,alpha,alpha
7144,alpha,alpha
4369,alpha,alpha
4553,alpha,alpha
1070,alpha,alpha
3585,alpha,alpha
3633,alpha,alpha
3089,alpha,alpha
5400,alpha,alpha
5333,alpha,alpha
8557,alpha,alpha
6111,alpha,alpha
3609,alpha,alpha
2833,alpha,alpha
2921,alpha,alpha
2793,alpha,alpha
4305,alpha,alpha
1079,alpha,alpha
865,alpha,alpha
4336,alpha,alpha
5043,alpha,alpha
7092,alpha,alpha
2346,alpha,alpha
3473,alpha,alpha
4102,alpha,alpha
1566,alpha,alpha
788,alpha,alpha
6237,alpha,alpha
7026,alpha,alpha
6238,alpha,alpha
285,alpha,alpha
7007,alpha,alpha
968,alpha,alpha
813,alpha,alpha
5112,alpha,alpha
6032,alpha,alpha
7127,alpha,alpha
4256,alpha,alpha
2430,alpha,alpha
7070,alpha,alpha
6232,alpha,alpha
1687,alpha,alpha
1003,alpha,alpha
3549,alpha,alpha
861,endothelial,alpha
5222,alpha,alpha
6246,alpha,alpha
8513,alpha,alpha
6202,alpha,alpha
6147,alpha,alpha
7857,alpha,alpha
3610,alpha,alpha
8550,alpha,alpha
212,alpha,alpha
2446,alpha,alpha
3482,quiescent_stellate,alpha
5927,alpha,alpha
6179,alpha,alpha
6121,alpha,alpha
4785,ductal,alpha
4001,alpha,alpha
6991,alpha,alpha
4366,alpha,alpha
6124,alpha,alpha
6069,alpha,alpha
4235,alpha,alpha
5918,alpha,alpha
5985,alpha,alpha
5250,alpha,alpha
4440,alpha,alpha
8517,alpha,alpha
7826,alpha,alpha
8409,alpha,alpha
8456,alpha,alpha
2943,alpha,alpha
7089,alpha,alpha
3013,alpha,alpha
3028,alpha,alpha
3635,alpha,alpha
8391,alpha,alpha
8464,alpha,alpha
2892,alpha,alpha
3511,alpha,alpha
3002,alpha,alpha
2977,alpha,alpha
6264,alpha,alpha
6204,alpha,alpha
7215,alpha,alpha
7859,alpha,alpha
6308,alpha,alpha
7247,alpha,alpha
7045,alpha,alpha
2723,alpha,alpha
1852,alpha,alpha
2998,alpha,alpha
3069,alpha,alpha
3063,alpha,alpha
7055,alpha,alpha
7216,alpha,alpha
4460,alpha,alpha
4461,alpha,alpha
7203,alpha,alpha
7171,alpha,alpha
1512,alpha,alpha
7813,alpha,alpha
3632,alpha,alpha
2989,alpha,alpha
2881,alpha,alpha
1095,alpha,alpha
923,alpha,alpha
5147,alpha,alpha
1072,alpha,alpha
7151,alpha,alpha
506,alpha,alpha
390,alpha,alpha
7839,alpha,alpha
7221,alpha,alpha
7168,alpha,alpha
8503,alpha,alpha
4258,alpha,alpha
6271,alpha,alpha
7187,alpha,alpha
7251,alpha,alpha
4356,alpha,alpha
4537,alpha,alpha
4978,alpha,alpha
6201,alpha,alpha
4354,alpha,alpha
7111,alpha,alpha
5338,alpha,alpha
8471,alpha,alpha
2985,alpha,alpha
2941,alpha,alpha
7202,alpha,alpha
3050,alpha,alpha
2392,alpha,alpha
8406,alpha,alpha
2610,alpha,alpha
6807,alpha,alpha
6855,alpha,alpha
5322,alpha,alpha
5269,alpha,alpha
6878,alpha,alpha
7088,alpha,alpha
6101,alpha,alpha
7137,alpha,alpha
3034,alpha,alpha
1082,alpha,alpha
7126,alpha,alpha
7098,alpha,alpha
6961,alpha,alpha
1802,alpha,alpha
5267,alpha,alpha
6095,alpha,alpha
279,alpha,alpha
2455,alpha,alpha
3593,alpha,alpha
3624,alpha,alpha
3613,alpha,alpha
3654,alpha,alpha
5402,alpha,alpha
2986,alpha,alpha
3288,alpha,alpha
5802,alpha,alpha
5780,alpha,alpha
5288,alpha,alpha
5837,alpha,alpha
4263,alpha,alpha
5170,alpha,alpha
1711,alpha,alpha
1060,alpha,alpha
869,alpha,alpha
6924,alpha,alpha
7087,alpha,alpha
5153,alpha,alpha
5156,alpha,alpha
2745,alpha,alpha
3432,alpha,alpha
6467,ductal,alpha
1670,alpha,alpha
4127,alpha,alpha
3979,alpha,alpha
5021,alpha,alpha
6224,alpha,alpha
2991,alpha,alpha
8389,alpha,alpha
5968,alpha,alpha
7028,alpha,alpha
4351,alpha,alpha
7248,alpha,alpha
1176,alpha,alpha
1732,alpha,alpha
2784,alpha,alpha
2355,alpha,alpha
3512,alpha,alpha
3565,alpha,alpha
1726,alpha,alpha
4489,alpha,alpha
3628,alpha,alpha
4527,alpha,alpha
5945,alpha,alpha
4494,alpha,alpha
4373,alpha,alpha
6269,alpha,alpha
7832,ductal,alpha
2947,alpha,alpha
2973,alpha,alpha
4480,alpha,alpha
4183,alpha,alpha
6150,alpha,alpha
1396,alpha,alpha
4007,activated_stellate,alpha
8015,alpha,alpha
26,alpha,alpha
5537,alpha,alpha
1400,alpha,alpha
1280,alpha,alpha
6876,alpha,alpha
2795,alpha,alpha
1562,alpha,alpha
3540,alpha,alpha
6520,alpha,alpha
4850,alpha,alpha
3151,alpha,alpha
2073,ductal,alpha
3320,alpha,alpha
907,alpha,alpha
699,alpha,alpha
8223,alpha,alpha
2324,alpha,alpha
3308,alpha,alpha
8000,alpha,alpha
2111,alpha,alpha
3461,alpha,alpha
3321,alpha,alpha
3286,alpha,alpha
2068,alpha,alpha
3382,alpha,alpha
3417,alpha,alpha
617,alpha,alpha
1963,alpha,alpha
2353,alpha,alpha
3455,alpha,alpha
7574,alpha,alpha
3289,alpha,alpha
7619,alpha,alpha
1351,alpha,alpha
7448,alpha,alpha
2070,alpha,alpha
2034,alpha,alpha
3379,alpha,alpha
660,alpha,alpha
3161,alpha,alpha
7520,alpha,alpha
2308,alpha,alpha
1985,alpha,alpha
579,alpha,alpha
7916,alpha,alpha
7499,alpha,alpha
7461,alpha,alpha
3108,alpha,alpha
7451,alpha,alpha
1950,alpha,alpha
7374,alpha,alpha
2117,alpha,alpha
591,alpha,alpha
1960,alpha,alpha
1956,alpha,alpha
1983,alpha,alpha
1970,alpha,alpha
7305,alpha,alpha
7370,alpha,alpha
7309,alpha,alpha
3102,alpha,alpha
3212,alpha,alpha
3167,alpha,alpha
7629,alpha,alpha
7986,alpha,alpha
7321,alpha,alpha
7389,alpha,alpha
7977,alpha,alpha
7887,alpha,alpha
7687,alpha,alpha
3141,alpha,alpha
3152,alpha,alpha
2504,alpha,alpha
3788,alpha,alpha
2140,alpha,alpha
3138,alpha,alpha
1989,alpha,alpha
8099,alpha,alpha
7473,alpha,alpha
7498,alpha,alpha
7521,alpha,alpha
7601,alpha,alpha
7550,alpha,alpha
1982,alpha,alpha
2025,alpha,alpha
8110,alpha,alpha
7604,alpha,alpha
3179,alpha,alpha
742,alpha,alpha
7639,alpha,alpha
1957,alpha,alpha
7333,alpha,alpha
3112,alpha,alpha
1974,alpha,alpha
3105,alpha,alpha
7334,alpha,alpha
1953,alpha,alpha
7450,alpha,alpha
7291,alpha,alpha
7274,alpha,alpha
7277,alpha,alpha
1940,alpha,alpha
7408,alpha,alpha
7516,alpha,alpha
3171,alpha,alpha
3128,alpha,alpha
7402,alpha,alpha
2146,alpha,alpha
2223,alpha,alpha
1999,alpha,alpha
3186,alpha,alpha
2524,alpha,alpha
3136,alpha,alpha
2086,alpha,alpha
3166,alpha,alpha
7437,alpha,alpha
7383,alpha,alpha
1952,alpha,alpha
1246,alpha,alpha
5465,alpha,alpha
4669,alpha,alpha
2072,alpha,alpha
3421,alpha,alpha
2098,alpha,alpha
2059,alpha,alpha
5547,alpha,alpha
8001,alpha,alpha
2620,alpha,alpha
2501,alpha,alpha
7418,alpha,alpha
3130,alpha,alpha
2040,alpha,alpha
2084,alpha,alpha
2081,alpha,alpha
1978,alpha,alpha
2079,alpha,alpha
1320,alpha,alpha
6456,alpha,alpha
7996,alpha,alpha
2242,alpha,alpha
7576,alpha,alpha
3282,alpha,alpha
3153,activated_stellate,alpha
8021,alpha,alpha
7412,alpha,alpha
7941,alpha,alpha
8197,alpha,alpha
7616,alpha,alpha
6784,alpha,alpha
620,alpha,alpha
8189,alpha,alpha
3297,alpha,alpha
2307,alpha,alpha
2326,alpha,alpha
3236,alpha,alpha
7593,alpha,alpha
3201,alpha,alpha
2595,alpha,alpha
3197,alpha,alpha
7453,alpha,alpha
1594,alpha,alpha
8085,alpha,alpha
7726,alpha,alpha
8051,alpha,alpha
7988,alpha,alpha
7580,alpha,alpha
3155,alpha,alpha
3170,alpha,alpha
3314,alpha,alpha
3239,alpha,alpha
2208,alpha,alpha
7340,alpha,alpha
7428,alpha,alpha
7560,alpha,alpha
7431,alpha,alpha
1281,alpha,alpha
7572,alpha,alpha
7314,alpha,alpha
7456,alpha,alpha
3717,alpha,alpha
2216,alpha,alpha
7373,alpha,alpha
7955,alpha,alpha
7586,alpha,alpha
2116,alpha,alpha
2014,alpha,alpha
7409,alpha,alpha
7480,alpha,alpha
7494,alpha,alpha
7581,alpha,alpha
2002,alpha,alpha
5893,alpha,alpha
1513,alpha,alpha
1344,alpha,alpha
3218,alpha,alpha
2296,alpha,alpha
2085,alpha,alpha
3332,alpha,alpha
5833,alpha,alpha
2201,alpha,alpha
3273,alpha,alpha
2248,alpha,alpha
1984,alpha,alpha
2009,alpha,alpha
3358,alpha,alpha
2012,alpha,alpha
3169,alpha,alpha
2024,alpha,alpha
6736,alpha,alpha
2290,alpha,alpha
8041,alpha,alpha
2043,alpha,alpha
3168,alpha,alpha
6608,alpha,alpha
2499,alpha,alpha
3866,alpha,alpha
2205,alpha,alpha
3276,alpha,alpha
2182,alpha,alpha
7657,alpha,alpha
7457,alpha,alpha
8140,alpha,alpha
7950,alpha,alpha
5604,alpha,alpha
5580,alpha,alpha
3772,alpha,alpha
2166,alpha,alpha
1959,alpha,alpha
2178,alpha,alpha
2045,alpha,alpha
7900,alpha,alpha
2107,alpha,alpha
2252,alpha,alpha
2090,alpha,alpha
2109,alpha,alpha
2304,alpha,alpha
8279,alpha,alpha
3249,alpha,alpha
7635,alpha,alpha
2275,alpha,alpha
3301,alpha,alpha
3134,alpha,alpha
1992,alpha,alpha
7316,alpha,alpha
8211,alpha,alpha
3441,alpha,alpha
3516,alpha,alpha
8363,alpha,alpha
8228,alpha,alpha
8061,alpha,alpha
3250,alpha,alpha
3324,alpha,alpha
3439,alpha,alpha
2413,alpha,alpha
6828,alpha,alpha
633,alpha,alpha
7970,alpha,alpha
2362,alpha,alpha
8353,alpha,alpha
3882,alpha,alpha
7607,alpha,alpha
1996,alpha,alpha
7995,alpha,alpha
2277,alpha,alpha
3270,alpha,alpha
872,alpha,alpha
3200,alpha,alpha
7966,alpha,alpha
7650,alpha,delta
86,delta,delta
1997,delta,delta
7442,delta,delta
3106,delta,delta
3137,delta,delta
2661,delta,delta
233,delta,delta
665,delta,delta
3789,delta,delta
232,delta,delta
1475,delta,delta
6497,delta,delta
3878,delta,delta
6485,delta,delta
1609,delta,delta
737,delta,delta
104,delta,delta
119,delta,delta
883,delta,delta
831,delta,delta
807,beta,delta
7466,delta,delta
1972,delta,delta
915,delta,delta
7563,delta,delta
3826,delta,delta
255,delta,delta
2543,delta,delta
7435,delta,delta
3143,delta,delta
127,delta,delta
3752,delta,delta
262,delta,delta
5736,delta,delta
5764,delta,delta
1378,delta,delta
4869,delta,delta
221,delta,delta
3129,delta,delta
719,delta,delta
7578,delta,delta
7446,delta,delta
1981,delta,delta
1489,delta,delta
1216,delta,delta
3854,delta,delta
129,delta,delta
4746,delta,delta
7495,delta,delta
8045,delta,delta
3736,delta,delta
3791,delta,delta
271,delta,delta
229,delta,delta
1998,delta,delta
7921,delta,delta
3806,delta,delta
3775,delta,delta
1454,delta,delta
6434,delta,delta
3802,delta,delta
8042,delta,delta
287,delta,delta
154,delta,delta
7653,delta,delta
811,delta,delta
8086,delta,delta
69,delta,delta
4628,delta,delta
2530,delta,delta
1964,delta,delta
7583,delta,delta
8016,delta,delta
7915,delta,delta
101,delta,delta
77,delta,delta
663,delta,delta
616,delta,delta
609,delta,delta
701,delta,delta
7942,delta,delta
7951,delta,delta
7515,delta,delta
7404,delta,delta
8101,delta,delta
7533,delta,delta
7975,delta,delta
195,delta,delta
246,delta,delta
1392,delta,delta
51,delta,delta
123,epsilon,delta
5467,delta,delta
3771,delta,delta
8118,delta,delta
3122,delta,delta
3119,delta,delta
2516,delta,delta
1398,delta,delta
734,delta,delta
4713,delta,delta
3116,delta,delta
2503,ductal,delta
1467,epsilon,delta
667,delta,delta
3183,delta,delta
4645,delta,delta
1275,delta,delta
3797,delta,delta
4781,delta,delta
826,delta,delta
5592,delta,delta
3139,delta,delta
7458,delta,delta
1239,delta,delta
140,delta,delta
1332,delta,delta
612,delta,delta
1971,delta,delta
117,delta,delta
1271,delta,delta
670,delta,delta
99,delta,delta
4723,delta,delta
3767,delta,delta
7354,delta,delta
7938,delta,delta
1298,delta,delta
1290,delta,delta
1413,delta,delta
1213,delta,delta
1311,delta,delta
5535,delta,delta
4694,delta,delta
1259,delta,delta
3115,delta,delta
2519,delta,delta
636,delta,delta
3135,delta,delta
2522,delta,delta
7380,delta,delta
702,delta,delta
626,delta,delta
3127,delta,delta
1979,delta,delta
599,delta,delta
2502,delta,delta
7356,delta,delta
2507,delta,delta
1258,delta,delta
1375,delta,delta
34,delta,delta
1961,delta,delta
1338,delta,delta
7406,delta,delta
2506,delta,delta
6397,delta,delta
649,delta,delta
33,delta,delta
113,delta,delta
1352,delta,delta
98,delta,delta
1306,delta,delta
3765,delta,delta
593,delta,delta
1313,delta,delta
7455,delta,delta
178,delta,delta
2032,delta,delta
1265,delta,delta
4650,delta,delta
711,delta,delta
1245,activated_stellate,delta
7372,delta,delta
7924,delta,delta
6414,delta,delta
87,delta,delta
5516,ductal,delta
43,delta,delta
1973,delta,delta
8029,delta,delta
759,delta,delta
4661,delta,delta
6417,delta,delta
590,delta,delta
647,delta,delta
7363,delta,delta
7948,delta,delta
7375,delta,delta
7901,delta,delta
1951,delta,delta
7926,delta,delta
1223,delta,delta
1237,delta,delta
7983,delta,delta
2505,delta,delta
3110,delta,delta
2510,delta,delta
3700,delta,delta
7886,delta,delta
615,delta,delta
1301,delta,delta
594,delta,delta
1220,delta,delta
1293,delta,delta
4689,delta,delta
3691,delta,delta
7918,delta,delta
7979,delta,delta
3099,delta,delta
3098,delta,delta
642,delta,delta
631,delta,delta
1242,delta,delta
1272,delta,delta
1941,delta,delta
1229,delta,delta
604,delta,delta
2497,delta,delta
1949,delta,delta
4574,delta,delta
40,delta,delta
7894,delta,delta
1274,delta,delta
7268,delta,delta
571,delta,delta
588,delta,delta
7269,delta,delta
1200,delta,delta
7281,delta,delta
569,delta,delta
1205,delta,delta
7288,delta,delta
7871,delta,delta
7870,delta,delta
1948,delta,delta
7290,delta,delta
1212,delta,delta
31,delta,delta
576,delta,delta
1206,delta,delta
602,delta,delta
7294,delta,delta
1938,delta,delta
1207,delta,delta
582,delta,delta
608,delta,delta
1942,delta,delta
1252,delta,delta
1247,delta,delta
49,delta,delta
1211,delta,delta
7349,delta,delta
7335,delta,delta
7907,delta,delta
13,delta,delta
596,delta,delta
580,delta,delta
1263,delta,delta
1214,delta,delta
1255,delta,delta
14,delta,delta
7395,delta,delta
1945,delta,delta
581,delta,delta
1261,delta,delta
1944,delta,delta
583,delta,delta
646,delta,delta
3689,delta,delta
1943,delta,delta
7904,delta,delta
7407,delta,delta
1238,delta,delta
25,delta,delta
611,delta,delta
1233,delta,delta
1939,delta,delta
1225,delta,delta
570,delta,delta
7323,delta,delta
5524,delta,delta
7452,delta,delta
74,delta,delta
180,delta,delta
4747,delta,delta
8022,delta,delta
2625,delta,delta
1502,delta,delta
4653,delta,delta
3191,delta,delta
7961,delta,delta
32,delta,delta
4945,delta,delta
3345,delta,delta
447,beta,delta
2301,delta,delta
7799,delta,delta
5996,delta,delta
7097,delta,delta
4152,delta,delta
1031,delta,delta
1862,delta,delta
2267,delta,delta
875,beta,delta
4091,delta,delta
8087,beta,delta
5778,delta,delta
7584,delta,delta
6896,delta,delta
5173,delta,delta
2811,delta,delta
1819,delta,delta
396,delta,delta
5323,delta,delta
490,delta,delta
2923,delta,delta
1789,beta,delta
7816,delta,delta
377,delta,delta
7760,delta,delta
4995,delta,delta
3442,delta,delta
2651,delta,delta
7719,delta,delta
8349,delta,delta
5883,delta,delta
7974,ductal,delta
8139,delta,delta
2148,delta,delta
6663,delta,delta
2338,delta,delta
5718,delta,delta
6898,delta,delta
493,delta,delta
1616,delta,delta
146,delta,delta
7796,delta,delta
2406,delta,delta
467,delta,delta
1827,delta,delta
975,delta,delta
5974,ductal,delta
1759,delta,delta
934,delta,delta
3306,delta,delta
2204,delta,delta
4624,delta,delta
7613,delta,delta
3268,delta,delta
3255,delta,delta
3410,delta,delta
3402,delta,delta
3339,delta,delta
2130,delta,delta
3257,delta,delta
5965,delta,delta
1615,ductal,delta
6106,delta,delta
8240,delta,delta
6645,delta,delta
3971,delta,delta
4231,delta,delta
8449,delta,delta
1734,beta,delta
6707,delta,delta
1429,delta,delta
3165,delta,delta
